z-loc_nm,density-ow_nm^-3_mean,density-hw_nm^-3_mean,s_value_mean,density-ow_nm^-3_std,density-hw_nm^-3_std,s_value_std
-1.0,0.0,0.0,,0.0,0.0,
-0.995,0.0,0.0,,0.0,0.0,
-0.99,0.0,0.0,,0.0,0.0,
-0.985,0.0,0.0,,0.0,0.0,
-0.98,0.0,0.0,,0.0,0.0,
-0.975,0.0,0.0,,0.0,0.0,
-0.97,0.0,0.0,,0.0,0.0,
-0.965,0.0,0.0,,0.0,0.0,
-0.96,0.0,0.0,,0.0,0.0,
-0.955,0.0,0.0,,0.0,0.0,
-0.95,0.0,0.0,,0.0,0.0,
-0.945,0.0,0.0,,0.0,0.0,
-0.94,0.0,0.0,,0.0,0.0,
-0.9349999999999999,0.0,0.0,,0.0,0.0,
-0.9299999999999999,0.0,0.0,,0.0,0.0,
-0.9249999999999999,0.0,0.0,,0.0,0.0,
-0.9199999999999999,0.0,0.0,,0.0,0.0,
-0.9149999999999999,0.0,0.0,,0.0,0.0,
-0.9099999999999999,0.0,0.0,,0.0,0.0,
-0.9049999999999999,0.0,0.0,,0.0,0.0,
-0.8999999999999999,0.0,0.0,,0.0,0.0,
-0.8949999999999999,0.0,0.0,,0.0,0.0,
-0.8899999999999999,0.0,0.0,,0.0,0.0,
-0.8849999999999999,0.0,0.0,,0.0,0.0,
-0.8799999999999999,0.0,0.0,,0.0,0.0,
-0.8749999999999999,0.0,0.0,,0.0,0.0,
-0.8699999999999999,0.0,0.0,,0.0,0.0,
-0.8649999999999999,0.0,0.0,,0.0,0.0,
-0.8599999999999999,0.0,0.0,,0.0,0.0,
-0.8549999999999999,0.0,0.0,,0.0,0.0,
-0.8499999999999999,0.0,0.0,,0.0,0.0,
-0.8449999999999999,0.0,0.0,,0.0,0.0,
-0.8399999999999999,0.0,0.002532158273103062,,0.0,0.0008771653563640745,
-0.8349999999999999,0.0,0.01873797122096266,,0.0,0.005335588562567077,
-0.8299999999999998,0.0,0.08710624459474532,,0.0,0.034987793990002486,
-0.8249999999999998,0.0,0.2572672805472711,,0.0,0.03921821905375387,
-0.8199999999999998,0.0,0.7074850215049956,,0.0,0.10368376507403197,
-0.8149999999999998,0.0,1.4656132084720523,,0.0,0.248614102820302,
-0.8099999999999998,0.0,2.5311454097938206,,0.0,0.3301347900612339,
-0.8049999999999998,0.0,4.135520891631921,,0.0,0.5399912862028926,
-0.7999999999999998,0.0,5.844727725976488,,0.0,0.35606323315927413,
-0.7949999999999998,0.0,7.674971725775381,,0.0,0.5706269092267554,
-0.7899999999999998,0.0,9.500151409028067,,0.0,0.6587698703080277,
-0.7849999999999998,0.0,11.20480035848105,,0.0,0.6271045249742401,
-0.7799999999999998,0.0,12.869947638873624,,0.0,0.6563424581236064,
-0.7749999999999998,0.0,14.316316444470091,,0.0,0.4053642962120973,
-0.7699999999999998,0.0,15.772813883158973,,0.0,0.344690271634465,
-0.7649999999999998,0.0,17.506329436925327,,0.0,0.29659475859134987,
-0.7599999999999998,0.0,18.88129137922029,,0.0,0.3524185801492369,
-0.7549999999999998,0.0,21.22860209838683,,0.0,0.24900838134901568,
-0.7499999999999998,0.0010128633092412248,23.566797047770198,-0.4955860668378591,0.0008771653563640745,0.07566536356456553,0.0059515585927686025
-0.7449999999999998,0.010128633092412248,26.72844986756668,-0.2529202960431576,0.0061401574945485204,0.2626681875388557,0.15623689942888083
-0.7399999999999998,0.049123870498199405,30.449203234064317,-0.29415109008550644,0.01099085041284951,0.1972530166227486,0.028321785673342946
-0.7349999999999998,0.3180390791017446,35.71305385219097,-0.27749063819646835,0.029512410586782202,0.22358082893086187,0.026406519189472278
-0.7299999999999998,1.2919071509371822,41.92443809611277,-0.27520038187503815,0.02192913390910189,0.6153469711669535,0.009128110158994987
-0.7249999999999998,3.9613084024424303,49.59890339023354,-0.27881668508052826,0.13999240314576308,0.20722648650924516,0.0015087880258534327
-0.7199999999999998,9.637394387430254,59.05398238200038,-0.2736472114920616,0.3828934791921836,0.31010865894529926,0.0012014780992609217
-0.7149999999999997,19.411018889953453,69.48495517222112,-0.27629049122333527,0.403384495952266,0.16433687684274506,0.003887569778659258
-0.7099999999999997,32.676489651085774,80.91359832204448,-0.27729159593582153,0.7507490157315466,0.5507529812820909,0.004758519645470073
-0.7049999999999997,48.5146332176908,93.3510533278721,-0.2777460739016533,0.6037325942318792,0.7865581417033335,0.0013162285994251794
-0.6999999999999997,65.21117843887778,105.29271174382615,-0.27519141137599945,0.777855282151219,0.8231863895072916,0.0025512086116497887
-0.6949999999999997,79.50470545888993,117.02065600153027,-0.2752630263566971,0.4528951776219181,0.6490377584511899,0.0030770623783463015
-0.6899999999999997,91.86872787479757,126.82264067671224,-0.27486034482717514,1.2303935012744458,1.4980235503113006,0.001963119030325925
-0.6849999999999997,99.50723652144028,134.28187251761923,-0.2709152549505234,1.0351766528117596,1.1808913335833053,0.0051945770622580005
-0.6799999999999997,103.45233911093483,140.0622834234589,-0.2690470963716507,1.4157793952839177,1.775837457540555,0.005902747645577247
-0.6749999999999997,104.7609585064745,143.3814364878424,-0.2652106434106827,1.2509475928067428,1.8918592109353123,0.004984142240341452
-0.6699999999999997,103.10695272248358,144.1405775381187,-0.26011351495981216,1.0032674388361997,2.032465384229306,0.006309126823362307
-0.6649999999999997,99.88959242067882,142.8117008763942,-0.25526101142168045,0.8403244113967839,2.446468902838083,0.00597863411032845
-0.6599999999999997,94.53660983133896,139.70727483356984,-0.24986790865659714,0.7060374734346413,3.443528986056547,0.007002174499398967
-0.6549999999999997,89.49660200455462,135.94752622966644,-0.2440510243177414,0.8865451718136395,3.2625140442781766,0.006621240558214959
-0.6499999999999997,83.9040772425792,130.57175421586862,-0.23891093581914902,1.0226314850153653,2.598679017286028,0.007647649451293205
-0.6449999999999997,77.63799837995835,124.40189736762572,-0.2332700937986374,0.7723673824013526,2.5461182213603544,0.00699069445842341
-0.6399999999999997,72.12346409279452,118.98966227469522,-0.22700099647045135,0.1360370070568032,2.121325896453597,0.006498261046585334
-0.6349999999999997,67.08801415090177,112.37617129700465,-0.2195921391248703,0.682284114485511,2.5497173645982194,0.0065353853872370405
-0.6299999999999997,61.88392246802035,106.91228017530285,-0.21354727447032928,0.47891300582728963,1.5703957298211773,0.006121454080273602
-0.6249999999999997,57.27944586420974,101.2275848521865,-0.20689626783132553,0.2523234415524104,1.3817033405814054,0.006379152650968657
-0.6199999999999997,53.06897308769397,96.08274567289568,-0.1991834118962288,0.34388126433154215,0.41362043876474935,0.007941790573852333
-0.6149999999999997,49.260607044946966,92.34173504021322,-0.19306781142950058,0.20861603588130728,0.6565346843756326,0.007391194875358158
-0.6099999999999997,45.38336629717156,88.34193783201964,-0.18579594045877457,0.2794401578252322,1.3041572866322484,0.010922096689805556
-0.6049999999999996,42.19436616802556,85.23194104099446,-0.17791105061769485,0.19208919947959188,1.182336907302323,0.006708524359987587
-0.5999999999999996,39.215535175547124,81.95988612049067,-0.17190825194120407,0.0844587717620794,1.5011226264236839,0.010329263424842224
-0.5949999999999996,36.66210677294999,79.04841053807677,-0.16571854054927826,0.1396677539346912,1.6568845585457908,0.011004794129012048
-0.5899999999999996,34.05499661496308,76.5577796606526,-0.1604025661945343,0.2835225855990936,1.6024178595463408,0.012847899879871344
-0.5849999999999996,31.73908465838302,73.9683946105774,-0.15325052291154861,0.4244963780720181,1.5468392615853148,0.011868480374150125
-0.5799999999999996,29.94530373771681,70.91815675479745,-0.14357369393110275,0.3417130467654004,1.1372451382375264,0.012777890989036367
-0.5749999999999996,27.905397032904986,68.37435055363811,-0.14157098531723022,0.24991055226533318,1.4936384978545778,0.013899030478073114
-0.5699999999999996,26.30659229926771,66.05388071216647,-0.1346660554409027,0.3224772903608135,1.5090273105765923,0.019584340530049985
-0.5649999999999996,24.681959551244788,63.55869194985072,-0.12738961726427078,0.25883513289508747,0.8885944828734547,0.011726425687279945
-0.5599999999999996,23.19355691831481,61.17390528824225,-0.12103137373924255,0.05827045840213275,1.1962499929623172,0.009868661578155455
-0.5549999999999996,21.964953724205202,59.491539331592584,-0.11086326837539673,0.13908258211556027,1.2672061543721416,0.012827273302976682
-0.5499999999999996,21.13643153724588,57.55393182101411,-0.10574278235435486,0.15281569933440745,1.2466636829823756,0.01122674512904942
-0.5449999999999996,20.050135638084665,55.942466296011325,-0.09430602192878723,0.1259366314197771,1.5398639704722348,0.007811759588308349
-0.5399999999999996,19.03980448711654,54.6297954472347,-0.08974607288837433,0.03201353137540315,1.556065383021138,0.007737656343957166
-0.5349999999999996,18.32522942244686,54.192238497642485,-0.08003944158554077,0.16949731080802574,1.4282603667173313,0.010294180675947897
-0.5299999999999996,17.793476185095216,54.10260009477465,-0.06859421730041504,0.22098474714740476,1.6712916761886645,0.01313820316829679
-0.5249999999999996,17.026232228344988,53.82102409480558,-0.058388277888298035,0.07820065669799381,0.9392794601700643,0.02153049222121386
-0.5199999999999996,16.684390861476075,54.20895074224497,-0.04769618809223175,0.11611761128093699,1.45546580874118,0.015909027137714242
-0.5149999999999996,16.377493278775987,54.037270411328585,-0.030786067247390747,0.17984456935457313,0.7528813013051492,0.01869877716677782
-0.5099999999999996,16.21594158095201,54.52445766307361,-0.020304620265960693,0.29374825887410594,0.8369743418866573,0.023717492058071343
-0.5049999999999996,15.982476588171906,54.5411699076761,-0.018119052052497864,0.09886319006452611,0.9298321014114119,0.02535694337039671
-0.49999999999999956,16.272661926269517,54.90073638245673,0.003983229398727417,0.4785425424795125,0.36973638321747593,0.027589631297667314
-0.49499999999999955,16.19416501980332,55.022786411220295,0.0077039748430252075,0.5613666397529075,0.3854969597417741,0.035770446355081434
-0.48999999999999955,16.720347508954138,54.837432425629146,0.01379840075969696,0.8099229262252122,0.36327356070530353,0.03396137250744723
-0.48499999999999954,16.916842990946936,54.714369533556344,0.02761043608188629,0.8583765567171041,0.22699609069369614,0.03740423210974401
-0.47999999999999954,17.512406616780776,53.89901456961716,0.038008347153663635,0.949086835399935,0.23903842333693368,0.03729306830889629
-0.47499999999999953,18.496403321708627,53.787093173946,0.04043665528297424,0.9714490487693116,0.42722815712564577,0.03649199373060018
-0.46999999999999953,18.972955508706622,53.199126022931466,0.053619787096977234,1.349875406997745,0.6222256402871825,0.0375490306660805
-0.4649999999999995,20.166614918647408,53.03099071359742,0.05746181309223175,1.6032459238552175,0.3608349527960007,0.03933262145418998
-0.4599999999999995,21.47067642929548,52.241970195698514,0.06621348857879639,1.6920547007766864,0.8074396441341362,0.04094002769673365
-0.4549999999999995,22.83297758022493,52.16853760577852,0.06563106179237366,1.4433344803500636,0.8702488309518444,0.039679380682700036
-0.4499999999999995,24.690062457718714,52.33464718849408,0.06428137421607971,1.6817840389080858,1.0669403255014591,0.034696478694471886
-0.4449999999999995,26.591713320819114,52.54988064170785,0.0693177878856659,1.2971045448043188,1.0331667490450829,0.034948341994906304
-0.4399999999999995,28.936491881712552,53.191023116457536,0.07240097224712372,1.2678687154007193,1.559615543869016,0.032493767984686096
-0.4349999999999995,31.597790226743868,54.242881663104555,0.07470819354057312,0.8980823992129335,1.3351701525992343,0.02641335208679784
-0.4299999999999995,34.07879890273025,55.63556871331124,0.06894509494304657,0.664170586099044,1.467765799649214,0.019863988832468853
-0.4249999999999995,36.890001017529265,57.22981556205693,0.0699920803308487,0.38373252500155275,1.5480134584083962,0.02054639457459956
-0.4199999999999995,39.73665334815173,59.14615294314132,0.06656423211097717,0.3676704275994691,1.3326399449804098,0.01665040338224232
-0.4149999999999995,41.69147953498729,61.439781906918064,0.06532242894172668,0.34532586382286895,1.40985770195449,0.01568501155328743
-0.4099999999999995,43.92180454193647,63.967888726784174,0.0613468736410141,0.6713020457242814,1.421119413712382,0.011763805928500477
-0.40499999999999947,45.65532009570283,66.21796456826354,0.056971475481987,0.6173094430320479,1.166645752404628,0.012258227055020202
-0.39999999999999947,46.8611338653545,69.08082271183387,0.05355890095233917,0.8360803181030437,0.6860706092272914,0.006904406644785931
-0.39499999999999946,48.04567750551212,71.25138878353782,0.04885697364807129,0.7757727971597901,1.046478121978029,0.0067875226441380925
-0.38999999999999946,47.93882042638717,73.90509065374982,0.04270853102207184,0.8244976413533753,0.3375856087961803,0.007225002546420803
-0.38499999999999945,48.02896526090964,75.6218939629137,0.043065592646598816,0.8929194350466718,0.28183774719781507,0.00924016289436985
-0.37999999999999945,47.92818536164014,78.24672922881234,0.04029183089733124,1.4928179267946635,0.5285465377780677,0.007476700700105176
-0.37499999999999944,47.17360219625542,80.49123432209089,0.036054372787475586,1.299338620400198,0.915836666689039,0.005324056769370495
-0.36999999999999944,46.15364884384951,81.92089088308488,0.0328747034072876,1.1388292243226503,1.012037869118798,0.00709526143503606
-0.36499999999999944,45.766228628064745,83.51361843686671,0.028364181518554688,1.550890861707477,1.6028888285821687,0.0073330454934156025
-0.35999999999999943,44.29403180808262,84.74728594752251,0.024480774998664856,1.0581323171749448,1.413499920597603,0.005379311546161911
-0.3549999999999994,43.572366700248246,85.36310683954117,0.019630655646324158,1.3558048426257892,2.009066395111984,0.010299117647739777
-0.3499999999999994,42.64205175071019,85.63556706972707,0.013532787561416626,1.185641086001502,2.5252402341095386,0.010011778707495683
-0.3449999999999994,41.720346139300666,85.78547083949478,0.010714292526245117,0.9243013142646855,1.7075841322776737,0.01390287287832694
-0.3399999999999994,40.91866483003624,85.65227931432956,0.0032290369272232056,0.9936843376590004,1.7459537389553208,0.015399436433486468
-0.3349999999999994,40.05975674379968,85.14179620647197,-0.002529919147491455,0.650244636997896,1.9332360291895594,0.019993115743744808
-0.3299999999999994,39.5123041251548,84.71538075328141,-0.006007656455039978,0.633405713760442,2.1461397034786054,0.023915756276863806
-0.3249999999999994,38.35915924758366,83.74455127137371,-0.0115739107131958,0.5092403854881767,1.9824303829754484,0.019234509050287212
-0.3199999999999994,38.1413936360968,83.15911627863228,-0.01473003625869751,0.3522220325351165,1.8330596483141104,0.02602414039001985
-0.3149999999999994,37.0824450462851,81.80998235072296,-0.020413115620613098,0.400242199439103,1.8467993230738924,0.020417384605336646
-0.3099999999999994,36.63324016863661,80.55909616381005,-0.022666320204734802,0.7038960956654693,2.1853815704442994,0.017596319789830568
-0.3049999999999994,36.06654314711616,79.40747058120279,-0.02816043794155121,0.8896026649063891,1.8335240382014515,0.0182990341055879
-0.2999999999999994,35.35095521913723,78.14088501299663,-0.02689582109451294,1.0074781591635853,2.3485500842226457,0.016274849721608222
-0.2949999999999994,35.572265852206435,76.56081825058033,-0.02181456983089447,1.2498418251277665,2.072674918506375,0.018560476839233914
-0.28999999999999937,34.97467649975411,75.36108166078408,-0.02379932999610901,1.2099640037665476,2.3009742708984975,0.017519408147280268
-0.28499999999999936,34.87237730552075,74.00131266812775,-0.026460841298103333,1.2091402296835323,1.8969931358119065,0.016608201626737772
-0.27999999999999936,34.46925770844274,72.86639933012295,-0.02288314700126648,1.0892161740135653,1.6052574184391277,0.010548633180146138
-0.27499999999999936,34.49508572282839,71.40078612165088,-0.015836447477340698,1.5185703405764228,1.6091815421396323,0.008315653066597232
-0.26999999999999935,34.26010143508443,70.18129869732446,-0.01685713231563568,1.6067569644425046,1.2080395042883918,0.006364157917201379
-0.26499999999999935,33.94054306101882,68.68985747446676,-0.01311582326889038,1.5664928190450083,1.338650898991493,0.004334369780627572
-0.25999999999999934,33.798742197725055,67.88918902851157,-0.009235486388206482,1.2382564645842788,1.029362795691119,0.008304827893386931
-0.25499999999999934,33.6771986006161,66.66007940274734,-0.006671607494354248,1.3790732807512047,0.7872005633431728,0.008826392635621988
-0.24999999999999933,33.40828339201256,65.92980495678442,-0.001599639654159546,1.1402299425384577,1.3513554365397673,0.011548363478731893
-0.24499999999999933,33.338902255329536,64.89516508639451,0.002650931477546692,1.280016000398874,1.2421804310260953,0.008077133906441894
-0.23999999999999932,33.1560804280115,64.189705791508,0.005717620253562927,0.7017372191290437,0.6212863826723233,0.0108929325631943
-0.23499999999999932,32.61419855756744,63.55818551819609,0.00505518913269043,0.7213217187839313,0.5587288564481291,0.0053263977800463
-0.22999999999999932,32.61875644245902,63.097332712491344,0.007013052701950073,0.4894048185812249,0.365911502365695,0.010805340589537502
-0.2249999999999993,32.246529176312876,62.52860996435239,0.007866814732551575,0.5276074880303971,0.5201146784431512,0.008623262969249387
-0.2199999999999993,32.06826523388642,62.11637459749121,0.011614874005317688,0.41242725606464054,0.6022006892798479,0.014551167073626902
-0.2149999999999993,31.74516183823847,61.980144482398266,0.008717045187950134,0.541462600551607,0.6984797838942958,0.015700592735479756
-0.2099999999999993,31.326849291521842,61.74819878458203,0.014047324657440186,0.33361355820028354,1.0988550494275124,0.018898264429231273
-0.2049999999999993,31.40838478791576,61.756808122710574,0.010211527347564697,0.7553142480872067,1.2949316787441758,0.01774495184964312
-0.1999999999999993,31.168336183625588,61.79479049680712,0.012015283107757568,0.5938266937699856,1.473450867075002,0.0181211613138848
-0.19499999999999929,30.68975827000911,62.08143081332239,0.008231908082962036,0.995124284026408,1.0339480363849913,0.023763650369405434
-0.18999999999999928,30.699380471446904,61.988753820526824,0.010285928845405579,0.9338132815686114,1.3047294360353328,0.021949823443900167
-0.18499999999999928,30.46439618370294,62.25513687085726,0.007117569446563721,0.9148191277525897,0.9168744755823239,0.0257643060935117
-0.17999999999999927,30.538841636932165,62.53316784924397,0.014206618070602417,1.3340424914596019,0.546207845848742,0.027082369394015957
-0.17499999999999927,30.1220483851794,62.53266141758936,0.0116996169090271,0.9292725554124536,1.1641369020563996,0.023825788003927737
-0.16999999999999926,30.037980730512384,62.56254088521197,0.008542567491531372,1.133421536651179,0.8374407497399138,0.02344787895882755
-0.16499999999999926,29.961003119010048,63.0249129858806,0.006195664405822754,1.0587658372254947,0.9922252419283504,0.0228231826684342
-0.15999999999999925,30.056212270078728,63.141392266443326,0.007088944315910339,1.1167603442592156,0.6565223788934338,0.024270048015035406
-0.15499999999999925,30.061783018279552,63.397646683681366,0.0029615461826324463,1.104512113316692,0.6064639062879611,0.025425423697216894
-0.14999999999999925,30.254227047035386,63.430564741231706,0.004127994179725647,1.3530550710685747,0.7282749561167984,0.025638515975287227
-0.14499999999999924,30.330191795228476,63.30142466930344,0.002889201045036316,1.3277015449515808,0.6361819762845022,0.02468485609719229
-0.13999999999999924,30.6624109606596,63.1530401944996,0.008702665567398071,1.355520211567479,0.491492116493834,0.023318163124006662
-0.13499999999999923,30.82092406855585,63.434109762814046,0.00519561767578125,1.6981683429870997,1.0961145475827143,0.02421277485448102
-0.12999999999999923,30.661904529004975,63.94560573398087,0.003220200538635254,1.898934152165122,1.4307209628795898,0.02501352933392256
-0.12499999999999922,30.891318068548117,64.01397400735465,0.004747018218040466,1.7495025100571147,1.6338482783425885,0.025269062116006335
-0.11999999999999922,31.17137477355331,64.10817029511408,0.008461415767669678,1.9499658134623192,1.9141313804243052,0.01949448536623364
-0.11499999999999921,31.17643909009952,64.82780967632998,0.006642326712608337,1.7828454379653453,1.7996075034293628,0.025249875328574336
-0.10999999999999921,31.443835003739206,65.17623465470895,0.008444622159004211,1.9091471236147468,1.5507760070048393,0.021823413702437337
-0.1049999999999992,31.71578880227047,65.65430613667081,0.006835177540779114,1.4395593039293904,1.6919464728373608,0.023285028269724728
-0.0999999999999992,31.958369564833745,65.96778733088097,0.005221888422966003,1.2423039971883214,1.748082721746143,0.02531689137899512
-0.0949999999999992,32.316923176305146,66.38964489917994,0.006714135408401489,1.172703816534337,2.047252829509697,0.022030067565287238
-0.08999999999999919,32.558997507213796,66.48637334521247,0.004115059971809387,1.0539969428103708,1.6623283302672252,0.027300829566345428
-0.08499999999999919,33.013773133063104,66.4154729135656,0.003502771258354187,1.5539352554432255,2.2015345932433097,0.02186482546753725
-0.07999999999999918,33.153548269738394,67.10573925881349,-0.0007814913988113403,1.071206745024056,2.0383010944514965,0.020271324051240033
-0.07499999999999918,33.51210188120979,67.63394747458278,-0.003608793020248413,0.7099682326635511,1.9103267934141261,0.02317509434644124
-0.06999999999999917,33.63921622651956,67.87956682707379,-0.0046460628509521484,0.9924721913799577,1.8899078749434453,0.017169764089536195
-0.06499999999999917,34.32441825522125,68.29838580544504,-0.005458712577819824,0.74303517059646,1.142623956278491,0.017293386987808072
-0.059999999999999165,34.54674175159969,68.49285556081935,-0.013201668858528137,0.634740514038348,1.1451483593595744,0.01669396556223075
-0.05499999999999916,34.708799881078285,68.83621622265213,-0.011294662952423096,0.7084222237222283,1.0078400917123744,0.016133185285725778
-0.049999999999999156,35.06380847096734,69.46014002114471,-0.01762537658214569,0.4138259404347902,0.6005008940212441,0.014927591396764979
-0.04499999999999915,35.41932349251101,69.8186936326161,-0.017098218202590942,0.39795088779962834,0.6040727730309345,0.01409426445044443
-0.03999999999999915,35.74242688815896,69.73513240960371,-0.01607094705104828,0.18070245042450217,0.39094129265018807,0.012973589512478836
-0.03499999999999914,36.53499242764022,69.6611933880291,-0.012988865375518799,0.9767475520809032,0.426305070484833,0.011172720486565755
-0.02999999999999914,36.74465513265316,70.46540685556663,-0.016112998127937317,0.7044227661491728,1.0500794108247526,0.005547127059579299
-0.024999999999999134,36.68996051395413,70.47908051024139,-0.013014674186706543,1.267791641812647,0.9937691209146434,0.010140567015125205
-0.01999999999999913,37.33110298870382,70.55859028001682,-0.010897070169448853,1.5873268728308176,1.466561454854943,0.006904470192511897
-0.014999999999999125,37.731690427508724,71.67982996334685,-0.012982845306396484,1.9506688297120496,1.5318866110972527,0.004922412337919467
-0.00999999999999912,37.88108776562181,71.62817393457554,-0.010230466723442078,1.5961604238054299,1.9825049004388604,0.009286986723043962
